"X","ENTREZID","logFC","logCPM","LR","PValue","FDR","SYMBOL"
16243,3976,-5.8281296575672,2.87752229199699,12.2239158336303,0.000471808022147684,0.035910535519498,"LIF"
16315,400058,-6.46924590460262,6.47962870853958,31.9718530832112,1.56422719044769e-08,8.07425635214728e-06,"MKRN9P"
16520,401474,9.79400030738519,4.6894107120056,13.9200839010659,0.000190749341614295,0.018868898287212,"SAMD12"
16526,4015,-5.46429115586907,6.17096472868731,24.5889592974607,7.09571166932506e-07,0.000199452727021919,"LOX"
16625,4046,-4.1081485134795,3.85634004053971,15.2880600964366,9.22980708711329e-05,0.0106378833243122,"LSP1"
16656,4066,-6.76146431482536,5.80947089219898,36.3797332921562,1.62382973737971e-09,1.24596016876243e-06,"LYL1"
17014,4222,-5.48439240486019,2.14778177634732,12.8693342468878,0.000334010412200122,0.0279721404199453,"MEOX1"
17023,4238,9.0356248657002,4.42300055220476,13.803441675655,0.000202964088614049,0.0198012043840304,"MFAP3"
17031,4248,4.84673821601234,5.25435519256262,11.9872654802724,0.000535653329136998,0.0393767239945653,"MGAT3"
17039,4256,-4.44846891992228,4.76868366112954,15.6060315918564,7.80053669473399e-05,0.00930492591443269,"MGP"
17054,4288,-4.22826532171278,6.84203545824297,14.878225464733,0.000114679110727917,0.0124740994389485,"MKI67"
17071,4303,-5.12497761542188,6.78733878575581,22.0204327432042,2.6976331858726e-06,0.000584624474403992,"FOXO4"
17074,4311,-5.40712926384549,4.74942270326815,27.300849518681,1.74134888921398e-07,5.88534463866487e-05,"MME"
17076,4313,-3.32344523683838,6.47728812348522,11.7539795426813,0.000607132884134744,0.0422139779126117,"MMP2"
17084,4319,-8.01334606374695,1.60221825944469,15.8690604585649,6.7879393888052e-05,0.00827079825099484,"MMP10"
17114,4354,-6.83132714815136,8.21805235199893,32.8862299373517,9.77129436753452e-09,5.50471744590289e-06,"MPP1"
17140,439996,-12.3714286239515,5.95940705293975,62.0923988678584,3.2771393232336e-15,4.47770281512352e-11,"IFIT1B"
17197,440359,-7.41753187089093,8.37990165708628,19.1844608814017,1.18675523840763e-05,0.00214598606486578,"YBX3P1"
